index,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_raw_g,ay_raw_g,az_raw_g,gx_25hz_dps,gy_25hz_dps,gz_25hz_dps,ax_25hz_g,ay_25hz_g,az_25hz_g,bad
1904,3.3000000,-5.1100000,-0.2200000,-0.0029000,-0.0727000,0.7910000,1.1075422,-1.0514812,0.3554252,-0.0332622,-0.0139774,0.9968070,0
1905,4.4600000,-6.2100000,0.3200000,-0.0917000,-0.0703000,1.4160000,1.1797398,-1.2183308,0.3524576,-0.0282454,-0.0176074,0.9755532,0
1906,0.1900000,0.4900000,0.1400000,-0.0590000,0.0170000,1.2758000,1.3805059,-1.5696879,0.3334869,-0.0276852,-0.0224635,0.9819368,0
1907,-1.1500000,1.1600000,-1.1300000,0.0463000,0.0664000,0.7211000,1.4724744,-1.7506722,0.2838856,-0.0283835,-0.0231688,1.0013135,0
1908,1.2800000,-4.6900000,-2.2900000,0.0610000,-0.0473000,0.6196000,1.3965004,-1.7638659,0.1407006,-0.0246514,-0.0197014,1.0003320,0
1909,2.4400000,-6.8800000,-1.5000000,-0.0556000,-0.1166000,1.0742000,1.3129095,-1.9338891,-0.1072353,-0.0180140,-0.0188030,0.9802854,0
1910,2.4400000,-2.9200000,0.2000000,-0.0766000,-0.0810000,1.4399000,1.3265448,-2.3167593,-0.3598592,-0.0148566,-0.0239764,0.9731876,0
1911,-0.4100000,0.3100000,0.4500000,0.0493000,0.0249000,1.0639000,1.3675000,-2.6254350,-0.5060254,-0.0148414,-0.0304634,0.9912321,0
1912,-1.7000000,-2.0600000,-0.2200000,0.0859000,-0.0292000,0.6542000,1.2823040,-2.7000578,-0.5414451,-0.0114724,-0.0333897,1.0079659,0
1913,0.4900000,-5.6000000,0.3800000,-0.0415000,-0.0703000,1.0380000,1.0579747,-2.7199968,-0.5128330,-0.0047831,-0.0346688,1.0062151,0
1914,0.6100000,-2.8500000,1.3000000,-0.0620000,-0.0273000,1.4531000,0.8269008,-2.8378210,-0.4163315,-0.0012956,-0.0366625,1.0082742,0
1915,-1.7000000,0.5500000,0.7500000,0.0380000,0.0800000,1.0839000,0.6124742,-2.9013119,-0.2460838,-0.0015154,-0.0358977,1.0295778,0
1916,-3.8900000,-0.7200000,-0.4600000,0.1025000,0.0380000,0.5986000,0.2915924,-2.7585654,-0.0701313,0.0008051,-0.0290952,1.0452732,0
1917,0.0600000,-4.5000000,-0.7000000,0.0556000,-0.0903000,0.8242000,-0.1268157,-2.5536590,0.0308774,0.0082255,-0.0210756,1.0337339,0
1918,1.4100000,-4.9900000,0.5100000,-0.0327000,-0.1020000,1.3471000,-0.4323715,-2.5125240,0.0660665,0.0159589,-0.0191515,1.0154713,0
1919,0.0600000,1.6500000,1.3600000,0.0083000,0.0200000,1.2485000,-0.5345612,-2.5419719,0.1170678,0.0196066,-0.0218879,1.0179177,0
1920,-1.6400000,1.5300000,0.6900000,0.1162000,0.0659000,0.8510000,-0.5593668,-2.3598663,0.2190999,0.0223813,-0.0218062,1.0320073,0
1921,-1.8800000,-2.7300000,-0.2200000,0.0693000,-0.0063000,0.6274000,-0.6327651,-2.0137313,0.3175473,0.0285888,-0.0170799,1.0299952,0
1922,2.6300000,-3.7100000,0.5100000,-0.0458000,-0.0585000,0.9951000,-0.6846380,-1.7834040,0.3704405,0.0344707,-0.0127810,1.0082382,0
1923,4.2100000,-1.2700000,1.1800000,-0.0278000,-0.0102000,1.3979000,-0.5104747,-1.7217682,0.4143698,0.0344678,-0.0116783,0.9939338,0
1924,0.1200000,2.5100000,0.3800000,0.0483000,0.0844000,1.0610000,-0.1334353,-1.6190343,0.4745272,0.0306306,-0.0099225,1.0023560,0
1925,0.5500000,0.6800000,-0.8900000,0.1206000,0.0546000,0.7016000,0.2195156,-1.3341137,0.4960763,0.0295127,-0.0037175,1.0120168,0
1926,1.9600000,-3.1600000,-1.1900000,0.0717000,-0.0620000,0.8520000,0.4921119,-1.0299464,0.4180295,0.0336790,0.0032037,1.0035144,0
1927,4.1500000,-1.6300000,0.2600000,-0.0214000,-0.0493000,1.2304000,0.8005275,-0.8981351,0.2739413,0.0385177,0.0050013,0.9904688,0
1928,3.6600000,3.3600000,0.9300000,0.0151000,0.0390000,1.2885000,1.2135817,-0.8029025,0.1647452,0.0394105,0.0033104,0.9949437,0
1929,1.1000000,2.6300000,-0.0900000,0.1083000,0.0800000,0.8989000,1.6334513,-0.5222814,0.1222467,0.0391688,0.0041430,1.0124048,0
1930,0.3100000,0.4300000,-0.8900000,0.0810000,0.0263000,0.7255000,1.8954289,-0.1185935,0.0823581,0.0421473,0.0088689,1.0188273,0
1931,2.5100000,0.2500000,-0.0900000,-0.0092000,-0.0683000,0.9902000,1.9961350,0.2249512,0.0107960,0.0459155,0.0124788,1.0081809,0
1932,4.8900000,2.9300000,0.9900000,-0.0063000,0.0048000,1.3623000,2.1056185,0.5047348,-0.0375744,0.0457744,0.0116728,1.0020653,0
1933,-0.0500000,5.9900000,0.6900000,0.0644000,0.0991000,1.1064000,2.2525048,0.8866361,-0.0137633,0.0428622,0.0110295,1.0144697,0
1934,-1.3300000,4.4600000,-0.3400000,0.1127000,0.0478000,0.7143000,2.2352474,1.4493574,0.0433829,0.0422748,0.0147678,1.0270749,0
1935,-0.6000000,1.3500000,-0.7700000,0.0141000,-0.0610000,0.8388000,1.9781383,2.0203832,0.0612852,0.0446054,0.0186641,1.0204081,0
1936,2.3200000,1.4100000,0.3800000,-0.0600000,-0.0297000,1.2094000,1.6501128,2.3964216,0.0377186,0.0441415,0.0175770,1.0064857,0
1937,2.4400000,6.4100000,0.8100000,-0.0048000,0.0654000,1.2592000,1.4373141,2.6575635,0.0356407,0.0380747,0.0143632,1.0074146,0
1938,-2.8600000,5.3700000,-0.3400000,0.0878000,0.0888000,0.8442000,1.2725327,3.0051901,0.0647834,0.0314906,0.0149620,1.0189024,0
1939,-2.0000000,1.4700000,-0.8300000,0.0498000,0.0185000,0.7832000,0.9585827,3.3606759,0.0642114,0.0291686,0.0193959,1.0193452,0
1940,-0.9000000,0.6100000,-0.2200000,-0.0507000,-0.0893000,1.0400000,0.5243773,3.4978362,0.0141012,0.0280815,0.0214145,1.0070413,0
1941,1.8900000,4.2800000,0.8100000,-0.0415000,-0.0126000,1.1655000,0.1654147,3.4447919,-0.0284083,0.0232586,0.0175204,0.9991609,0
1942,-1.0900000,4.7000000,0.1400000,0.0385000,0.0942000,1.0156000,-0.0421457,3.4125962,-0.0224612,0.0163851,0.0132078,1.0019385,0
1943,-2.6100000,1.8300000,-1.0700000,0.0595000,0.0024000,0.8217000,-0.2301209,3.4292947,-0.0164410,0.0125684,0.0129597,1.0039337,0
1944,-3.1600000,0.4900000,-1.0100000,-0.0136000,-0.0722000,0.9277000,-0.5223821,3.3422551,-0.0717101,0.0120009,0.0122977,0.9965969,0
1945,-0.1100000,1.5300000,0.6900000,-0.0307000,0.0371000,1.1386000,-0.8494132,3.1050990,-0.1495964,0.0107050,0.0087785,0.9884634,0
1946,-0.8400000,3.4800000,0.7500000,0.0102000,0.1118000,1.0668000,-1.0756706,2.8447413,-0.1650379,0.0077125,0.0081017,0.9896305,0
1947,-3.9500000,1.7100000,-0.8900000,0.0175000,-0.0024000,0.8891000,-1.2496474,2.6540829,-0.1355749,0.0053183,0.0122044,0.9944514,0
1948,-4.8100000,0.4900000,-0.8300000,-0.0332000,-0.0761000,0.9189000,-1.5329687,2.4670083,-0.1431427,0.0035965,0.0144758,0.9932474,0
1949,-0.8400000,2.5100000,0.8100000,-0.0449000,-0.0180000,1.1030000,-1.8809300,2.2532779,-0.1714421,0.0003195,0.0113032,0.9896015,0
1950,0.0000000,4.7600000,1.4200000,0.0122000,0.0473000,1.0634000,-2.0833349,2.1414441,-0.1314353,-0.0040331,0.0070591,0.9918803,0
1951,-3.8900000,1.5300000,0.5100000,0.0244000,0.0424000,0.9101000,-2.1407804,2.1700202,-0.0116713,-0.0064224,0.0061600,0.9968037,0
1952,-5.0500000,0.0000000,-0.4600000,-0.0419000,-0.0200000,1.0087000,-2.2633165,2.1710743,0.1058421,-0.0070552,0.0073398,0.9980552,0
1953,-3.6500000,2.6300000,0.0800000,-0.0800000,-0.0908000,0.9272000,-2.5143558,2.0808872,0.1660794,-0.0096939,0.0057315,0.9960959,0
1954,1.5900000,3.8500000,1.3000000,-0.0195000,0.0234000,1.0527000,-2.6894703,2.0388402,0.2114543,-0.0150539,0.0006607,0.9934620,0
1955,-0.5400000,2.3200000,0.7500000,0.0239000,0.0683000,1.0942000,-2.6060101,2.1021407,0.2924546,-0.0191922,-0.0021565,0.9948445,0
1956,-4.3200000,1.7700000,-0.3400000,-0.0039000,-0.0175000,0.9033000,-2.4196505,2.1799218,0.3703155,-0.0198145,-0.0009282,0.9990454,0
1957,-3.3400000,0.3700000,-0.3400000,-0.0576000,-0.0742000,0.9472000,-2.3571934,2.1798055,0.3850805,-0.0194553,-0.0008873,0.9987636,0
1958,0.1900000,1.9600000,0.7500000,-0.0712000,-0.0219000,1.0234000,-2.3448761,2.0943923,0.3581927,-0.0214839,-0.0045614,0.9950894,0
1959,3.3000000,4.6400000,1.1800000,-0.0068000,0.0498000,0.9770000,-2.1417761,2.0507070,0.3591683,-0.0252123,-0.0079211,0.9925450,0
1960,-1.5100000,-0.2900000,-0.0300000,0.0043000,0.0351000,0.9550000,-1.7334211,2.0778619,0.3927976,-0.0271948,-0.0071741,0.9901544,0
1961,-2.1200000,-1.5700000,-0.7000000,-0.0800000,-0.0605000,1.0678000,-1.3692237,1.9783635,0.3912460,-0.0278522,-0.0049237,0.9885043,0
1962,-0.8400000,1.6500000,0.0800000,-0.0659000,-0.1049000,0.9536000,-1.1580000,1.7198729,0.3317082,-0.0304868,-0.0069168,0.9892572,0
1963,4.3400000,1.9600000,1.5400000,0.0170000,0.0141000,0.9716000,-0.9186602,1.4900338,0.2869597,-0.0336396,-0.0127848,0.9895307,0
1964,2.3200000,1.2900000,0.8700000,0.0122000,0.0424000,0.9692000,-0.4873131,1.3606985,0.3161436,-0.0333550,-0.0162100,0.9878559,0
1965,-1.0200000,-1.5700000,-0.2800000,-0.0419000,-0.0751000,1.0068000,-0.0116568,1.2280870,0.3697140,-0.0305029,-0.0166266,0.9860865,0
1966,-1.2100000,-1.0200000,-0.2200000,-0.0561000,-0.0893000,1.1411000,0.2756650,0.9867408,0.3761785,-0.0287880,-0.0195166,0.9885577,0
