cost,rmse,lag_ms,quiet_rms,acc_gain,acc_alpha,q_z,q_vz,r_z,vel_obs,vel_alpha,r_vz
3.667046188480929,1.3978754409231404,100.00500000000301,2.1974164215935525,0.2,0.12,25.0,400.0,12.5,1,0.55,150.0
3.667048786748742,1.4598742127036337,100.00500000000301,2.02028449727161,0.35,0.35,40.0,300.0,25.0,1,0.35,150.0
3.667533780937194,1.382340101072054,100.00500000000301,2.2431962281859863,0.1,0.35,25.0,600.0,12.5,1,0.55,150.0
3.6675663847227886,1.400809158738892,100.00500000000301,2.1905206456681476,0.1,0.12,15.0,400.0,25.0,1,0.55,150.0
3.6677026662909755,1.463327162163918,100.00500000000301,2.0122871546486065,0.35,0.35,15.0,300.0,25.0,1,0.55,200.0
3.667822296851134,1.43313304388907,100.00500000000301,2.0988978656057684,0.35,0.18,40.0,400.0,12.5,1,0.35,150.0
3.668208579026989,1.4350293300959003,100.00500000000301,2.094583568374411,0.35,0.18,25.0,400.0,25.0,1,0.35,150.0
3.669348203359736,1.383362449640949,100.00500000000301,2.2454592963392632,0.1,0.35,15.0,600.0,25.0,1,0.55,150.0
3.6700950205173366,1.4338909987530815,100.00500000000301,2.1032257764691713,0.35,0.18,15.0,400.0,12.5,1,0.55,200.0
3.6707136475211266,1.4027276461625169,100.00500000000301,2.194031432453041,0.35,0.18,25.0,600.0,25.0,1,0.55,200.0
3.6707205904994953,1.437775884883971,100.00500000000301,2.093913444615655,0.2,0.18,40.0,300.0,25.0,1,0.55,200.0
3.670732470066775,1.4006991923806833,100.00500000000301,2.199880793388705,0.2,0.12,15.0,400.0,25.0,1,0.55,150.0
3.670823863812526,1.4343848146046094,100.00500000000301,2.103897283451062,0.2,0.12,40.0,400.0,12.5,1,0.35,150.0
3.6709511718287016,1.4205687068765327,100.00500000000301,2.1437356141489254,0.1,0.12,40.0,400.0,25.0,1,0.55,200.0
3.671046801034275,1.396399093059424,100.00500000000301,2.2130648799280173,0.1,0.12,25.0,600.0,25.0,1,0.55,200.0
3.6712343834394647,1.4747645290583913,100.00500000000301,1.989699583945795,0.35,0.35,40.0,600.0,12.5,1,0.35,350.0
3.6712495524528266,1.436425276822745,100.00500000000301,2.099283644657247,0.2,0.12,25.0,400.0,25.0,1,0.35,150.0
3.6717415153013335,1.3950786195735227,100.00500000000301,2.2188225592221875,0.2,0.12,25.0,600.0,25.0,1,0.55,200.0
3.672033995850936,1.4100485958533275,100.00500000000301,2.1768868571358952,0.35,0.18,25.0,400.0,12.5,1,0.55,150.0
3.6721833880916384,1.479800809688127,100.00500000000301,1.978021652581332,0.35,0.35,25.0,600.0,25.0,1,0.35,350.0
3.6722742956995327,1.4027780561453922,100.00500000000301,2.1983463987259872,0.35,0.18,40.0,600.0,12.5,1,0.55,200.0
3.6724053782572335,1.4329454822992778,100.00500000000301,2.112528274165458,0.2,0.12,40.0,600.0,25.0,1,0.55,350.0
3.6724423354444573,1.4217991100772798,100.00500000000301,2.144480643906093,0.1,0.12,25.0,300.0,25.0,1,0.55,150.0
3.672659211427984,1.3963112998028442,100.00500000000301,2.2179226046431277,0.1,0.12,40.0,600.0,12.5,1,0.55,200.0
3.6727087373046645,1.4206064140981705,100.00500000000301,2.148649494875569,0.1,0.12,40.0,300.0,12.5,1,0.55,150.0
3.672978905855822,1.4311440985109913,100.00500000000301,2.1193137352708167,0.35,0.12,25.0,600.0,12.5,1,0.35,200.0
3.6729918574115628,1.4197731784596441,100.00500000000301,2.1518390827196385,0.2,0.12,25.0,300.0,12.5,1,0.55,150.0
3.673074917102855,1.4370366806882242,100.00500000000301,2.102752104041674,0.35,0.18,40.0,400.0,25.0,1,0.35,150.0
3.673219296308895,1.3949661692456714,100.00500000000301,2.223366077323368,0.2,0.12,40.0,600.0,12.5,1,0.55,200.0
3.673515840179763,1.4030457162402583,100.00500000000301,2.2011289255413136,0.1,0.12,25.0,400.0,25.0,1,0.55,150.0
3.6741308068266765,1.4213472671087972,100.00500000000301,2.15059582776524,0.2,0.12,25.0,400.0,25.0,1,0.55,200.0
3.674339492945486,1.4025904370346498,100.00500000000301,2.204783016887975,0.1,0.12,40.0,400.0,12.5,1,0.55,150.0
3.674367585396178,1.4197579397367792,100.00500000000301,2.155813273312439,0.2,0.12,40.0,400.0,12.5,1,0.55,200.0
3.6745730925285742,1.3854493752461081,100.00500000000301,2.2544249065212023,0.1,0.35,25.0,600.0,25.0,1,0.55,150.0
3.6746633817734082,1.4654666591684968,100.00500000000301,2.0260620645853327,0.35,0.35,25.0,300.0,25.0,1,0.55,200.0
3.674694446557994,1.463600870302152,100.00500000000301,2.0314816464451337,0.35,0.35,40.0,300.0,12.5,1,0.55,200.0
3.674919155707486,1.3849858361338494,100.00500000000301,2.256738055924547,0.2,0.18,25.0,600.0,12.5,1,0.55,150.0
3.675644484139726,1.412749818408384,100.00500000000301,2.1794847592322775,0.35,0.18,15.0,400.0,25.0,1,0.55,150.0
3.6762823766185115,1.4385064253023259,100.00500000000301,2.1077170037604014,0.2,0.12,40.0,400.0,25.0,1,0.35,150.0
3.676492828046057,1.4028215474449743,100.00500000000301,2.2102750874315378,0.2,0.12,25.0,400.0,25.0,1,0.55,150.0
3.6765402972662264,1.3862803883795607,100.00500000000301,2.2576711682474873,0.1,0.35,40.0,600.0,12.5,1,0.55,150.0
3.6769371643357127,1.4514096739543743,100.00500000000301,2.0727214010894097,0.35,0.18,25.0,600.0,12.5,1,0.55,350.0
3.6769689975143036,1.3861312822840308,100.00500000000301,2.2593220435149375,0.2,0.18,15.0,600.0,25.0,1,0.55,150.0
3.677004471027941,1.3955164668103301,100.00500000000301,2.2326085834787586,0.35,0.18,15.0,600.0,12.5,1,0.55,150.0
3.677188070847613,1.402335440636214,100.00500000000301,2.2136503720324385,0.2,0.12,40.0,400.0,12.5,1,0.55,150.0
3.6775568607976603,1.4236165519902086,100.00500000000301,2.153900882306876,0.2,0.12,15.0,300.0,25.0,1,0.55,150.0
3.677859506017489,1.4056713453023408,100.00500000000301,2.206037602043151,0.35,0.18,40.0,600.0,25.0,1,0.55,200.0
3.6782374361022,1.3901830934717987,100.00500000000301,2.2513695503724462,0.1,0.18,15.0,600.0,12.5,1,0.55,150.0
3.67849563707259,1.3994712351829324,100.00500000000301,2.225569719684608,0.1,0.12,40.0,600.0,25.0,1,0.55,200.0
3.678533354572928,1.4241756461900617,100.00500000000301,2.1550934525223475,0.1,0.12,40.0,300.0,25.0,1,0.55,150.0
3.6787153142884352,1.4368927366106274,100.00500000000301,2.119278793365036,0.35,0.12,15.0,600.0,25.0,1,0.35,200.0
3.679055286072919,1.3980734686924015,100.00500000000301,2.231162335372779,0.2,0.12,40.0,600.0,25.0,1,0.55,200.0
3.6793612456937015,1.4054364788157911,100.00500000000301,2.210999333936757,0.1,0.12,40.0,400.0,25.0,1,0.55,150.0
3.679706756875488,1.3876095078587973,100.00500000000301,2.2629207114761303,0.1,0.35,40.0,600.0,25.0,1,0.55,150.0
