time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
4.160273,16.710000,16.851727,2.890000,2.793274,16.880282,3.485700
4.180271,17.000000,16.918062,3.470000,2.752520,16.965928,3.671875
4.200274,16.800000,16.962565,2.260000,2.711717,16.972612,3.185392
4.240275,17.020000,17.074607,2.670000,2.719991,17.072955,3.026128
4.260277,17.230000,17.140208,3.310000,2.743733,17.163722,3.278936
4.280279,17.140000,17.176420,2.770000,2.627959,17.200628,3.061094
4.300278,17.350000,17.243042,3.290000,2.523846,17.288270,3.277716
4.320280,17.140000,17.286891,2.130000,2.570419,17.290177,2.788672
4.340267,17.430000,17.337414,3.130000,2.237893,17.373038,3.123693
4.360281,17.330000,17.366637,3.170000,2.116102,17.405560,3.005918
4.400284,17.350000,17.431520,2.950000,1.586922,17.478085,2.906716
4.420287,17.600000,17.473491,3.430000,1.066567,17.564258,3.272459
4.440287,17.430000,17.485563,2.410000,0.802596,17.572680,2.943226
4.460287,17.640000,17.505688,2.840000,0.214065,17.639770,3.122140
4.480289,17.420000,17.498349,1.670000,-0.122081,17.623083,2.594654
4.500290,17.600000,17.491583,1.920000,-0.430911,17.660354,2.585388
4.520294,17.380000,17.475259,0.610000,-0.731643,17.622850,1.955776
4.540296,17.660000,17.469749,1.360000,-1.020136,17.671286,2.111618
4.560294,17.360000,17.447283,-0.070000,-1.233438,17.620140,1.426873
4.580292,17.370000,17.431554,-0.210000,-1.550199,17.580961,0.968898
4.600298,17.390000,17.383970,-0.740000,-1.795203,17.553729,0.696201
4.620295,17.390000,17.361164,-0.740000,-1.950749,17.530258,0.498917
4.640300,17.290000,17.313376,-1.120000,-2.187550,17.481878,0.137434
4.660295,17.280000,17.268239,-1.170000,-2.322179,17.439999,-0.082793
4.680303,17.160000,17.208146,-1.440000,-2.384613,17.372731,-0.472592
4.700300,17.140000,17.176217,-1.450000,-2.359102,17.314188,-0.738241
4.720307,17.130000,17.118156,-1.580000,-2.381012,17.265265,-0.888897
4.740301,17.140000,17.085739,-1.640000,-2.357883,17.229622,-0.925262
4.760307,17.050000,17.024176,-1.710000,-2.399982,17.176423,-1.107124
4.780303,17.060000,16.984743,-1.690000,-2.398624,17.138031,-1.123530
4.800311,16.860000,16.918797,-2.030000,-2.425419,17.052687,-1.509812
4.820308,16.860000,16.884947,-1.960000,-2.496290,16.987452,-1.660675
4.840314,16.740000,16.823160,-2.230000,-2.551820,16.904288,-1.932858
4.860312,16.920000,16.779893,-1.000000,-2.295535,16.891455,-1.611423
4.880316,16.600000,16.721135,-2.320000,-2.383557,16.793017,-2.052833
4.900316,16.780000,16.671855,-1.540000,-2.381375,16.768706,-1.815559
4.940320,16.770000,16.594100,-1.160000,-1.926398,16.722994,-1.551009
4.960319,16.470000,16.573550,-1.980000,-1.296561,16.622852,-2.036358
4.980322,16.670000,16.553657,-1.020000,-0.746655,16.612339,-1.732546
5.000321,16.360000,16.558339,-2.080000,0.084845,16.514075,-2.170659
5.020326,16.640000,16.564785,-0.800000,0.613582,16.524134,-1.662817
5.040326,16.410000,16.588655,-1.310000,1.356778,16.467259,-1.787567
5.060328,16.690000,16.620749,0.060000,1.835385,16.506382,-1.125719
5.080329,16.460000,16.658062,-0.500000,2.510630,16.472934,-1.188551
5.100329,16.750000,16.716079,0.740000,3.253036,16.531639,-0.515910
5.120332,16.550000,16.796316,0.150000,4.281846,16.522060,-0.520955
5.140330,16.950000,16.881563,1.990000,4.666545,16.629281,0.403463
5.160334,17.060000,16.976238,3.080000,5.590456,16.744187,1.186006
5.180328,17.070000,17.078776,3.210000,6.066792,16.836743,1.636957
5.200335,17.370000,17.207604,4.250000,6.458849,16.993260,2.511035
5.220335,17.250000,17.327376,3.540000,6.305462,17.080758,2.659790
5.240341,17.530000,17.455059,4.340000,6.630344,17.226787,3.247743
5.260340,17.410000,17.587557,3.670000,6.413995,17.305335,3.281983
5.280340,17.780000,17.708429,5.360000,6.503566,17.469456,3.999363
5.300341,17.780000,17.835953,5.300000,6.118903,17.595252,4.258507
5.320340,18.100000,17.959660,6.330000,6.140401,17.780521,4.956674
5.360347,18.360000,18.204205,6.640000,5.739538,18.076770,5.589961
5.380346,18.180000,18.315380,5.550000,5.278178,18.160485,5.217150
5.400350,18.590000,18.416152,6.600000,5.430276,18.345956,5.729135
5.420349,18.390000,18.515660,5.260000,5.040242,18.422159,5.301334
5.440349,18.680000,18.620877,5.620000,4.789114,18.561544,5.470652
5.460350,18.570000,18.708262,4.590000,4.509968,18.631693,5.067505
5.480351,18.970000,18.806886,5.680000,4.103181,18.795566,5.495013
5.500352,18.780000,18.877466,4.570000,3.772655,18.862069,5.067240
5.520355,19.000000,18.968085,4.790000,3.650964,18.970725,5.080680
5.540358,19.020000,19.020081,4.470000,3.450405,19.054879,4.903655
5.560360,19.230000,19.094324,4.930000,3.381910,19.173777,5.045280
5.580358,19.120000,19.148761,4.110000,3.346436,19.229286,4.670231
5.600362,19.310000,19.227731,4.390000,3.353465,19.320573,4.667110
5.620362,19.190000,19.285758,3.460000,3.231500,19.352318,4.196730
5.640364,19.490000,19.367093,4.220000,3.239923,19.456140,4.404355
5.660361,19.290000,19.421347,3.070000,3.373710,19.475347,3.897499
5.680367,19.590000,19.511676,3.880000,3.535098,19.569699,4.103516
5.700365,19.490000,19.578514,3.340000,3.842136,19.609983,3.836150
5.720368,19.680000,19.671963,3.820000,4.228625,19.690047,3.946083
5.740371,19.670000,19.747834,3.590000,4.682651,19.744883,3.828912
5.760369,19.950000,19.858378,4.570000,5.031867,19.861539,4.222180
5.780369,19.730000,19.954148,3.390000,5.525246,19.885966,3.790488
5.800373,20.200000,20.073374,4.970000,6.056363,20.032407,4.414750
5.820375,20.090000,20.184635,4.520000,6.400626,20.110525,4.351065
5.840376,20.390000,20.328374,5.430000,6.844217,20.250730,4.802333
5.860377,20.310000,20.458242,4.890000,7.183365,20.332495,4.698887
5.880378,20.730000,20.617950,6.380000,7.618568,20.509104,5.376630
5.900379,20.660000,20.759772,5.950000,7.935604,20.621623,5.394484
5.920380,21.070000,20.930307,7.220000,8.120374,20.818846,6.073582
