time_s,flow_x_cm,flow_y_cm,flow_vx_cm_s,flow_vy_cm_s,obs_vx_cm_s,obs_vy_cm_s,logged_ekf_x_cm,logged_ekf_y_cm,logged_ekf_vx_cm_s,logged_ekf_vy_cm_s,replay_x_cm,replay_y_cm,replay_vx_cm_s,replay_vy_cm_s,replay_used,replay_rejected,replay_innov_x_cm_s,replay_innov_y_cm_s
7.600473,-54.780000,-99.700000,0.100000,-15.200000,0.100000,-12.400000,-46.290000,-139.530000,0.000000,-14.400000,-53.841651,-93.413341,-0.627504,-13.293899,1.000000,0.000000,0.767640,0.943215
7.620478,-54.780000,-99.980000,0.100000,-14.900000,0.100000,-14.000000,-46.290000,-139.820000,0.000000,-14.400000,-53.854204,-93.679286,-0.589608,-13.330680,1.000000,0.000000,0.727504,-0.706101
7.640473,-54.770000,-100.390000,0.100000,-16.600000,0.200000,-20.600000,-46.290000,-140.110000,0.000000,-15.300000,-53.865993,-93.945832,-0.548617,-13.708056,1.000000,0.000000,0.789608,-7.269320
7.660480,-54.770000,-100.780000,0.100000,-17.400000,0.200000,-19.200000,-46.290000,-140.410000,0.000000,-15.800000,-53.876969,-94.220090,-0.509871,-13.992299,1.000000,0.000000,0.748617,-5.491944
7.680477,-54.770000,-101.100000,0.100000,-16.900000,0.100000,-15.900000,-46.290000,-140.730000,0.100000,-15.800000,-53.887165,-94.499894,-0.478393,-14.090762,1.000000,0.000000,0.609871,-1.907701
7.700483,-54.760000,-101.310000,0.100000,-15.000000,0.100000,-10.400000,-46.290000,-141.050000,0.100000,-15.100000,-53.896736,-94.781793,-0.448614,-13.900738,1.000000,0.000000,0.578393,3.690762
7.720480,-54.760000,-101.910000,0.200000,-19.500000,0.300000,-29.900000,-46.290000,-141.350000,0.100000,-17.200000,-53.905707,-95.059766,-0.410157,-14.722633,1.000000,0.000000,0.748614,-15.999262
7.740484,-54.750000,-102.120000,0.200000,-16.800000,0.100000,-10.500000,-46.280000,-141.700000,0.100000,-16.200000,-53.913912,-95.354278,-0.384003,-14.506148,1.000000,0.000000,0.510157,4.222633
7.760479,-54.750000,-102.310000,0.100000,-14.700000,0.100000,-9.700000,-46.280000,-142.020000,0.100000,-15.300000,-53.921590,-95.644328,-0.359235,-14.260201,1.000000,0.000000,0.484003,4.806148
7.780489,-54.750000,-102.590000,0.100000,-14.400000,0.100000,-13.800000,-46.280000,-142.330000,0.100000,-15.100000,-53.928778,-95.929675,-0.335772,-14.236689,1.000000,0.000000,0.459235,0.460201
7.800487,-54.740000,-102.930000,0.100000,-15.200000,0.200000,-17.100000,-46.270000,-142.630000,0.100000,-15.400000,-53.935493,-96.214380,-0.308440,-14.382760,1.000000,0.000000,0.535772,-2.863311
7.820489,-54.740000,-103.410000,0.200000,-17.800000,0.300000,-23.900000,-46.270000,-142.940000,0.100000,-16.600000,-53.941662,-96.502064,-0.277442,-14.867633,1.000000,0.000000,0.608440,-9.517240
7.840490,-54.730000,-103.860000,0.200000,-19.200000,0.200000,-22.500000,-46.270000,-143.270000,0.100000,-17.400000,-53.947211,-96.799432,-0.253147,-15.256009,1.000000,0.000000,0.477442,-7.632367
7.880495,-54.720000,-104.590000,0.200000,-18.300000,0.100000,-13.900000,-46.260000,-143.990000,0.200000,-17.500000,-53.957338,-97.409748,-0.234350,-15.183833,1.000000,0.000000,0.353147,1.356009
7.900493,-54.720000,-104.920000,0.200000,-17.700000,0.200000,-16.300000,-46.260000,-144.340000,0.200000,-17.400000,-53.962025,-97.713395,-0.211358,-15.242917,1.000000,0.000000,0.434350,-1.116167
7.920496,-54.710000,-105.180000,0.200000,-16.300000,0.100000,-13.100000,-46.250000,-144.690000,0.200000,-16.800000,-53.966253,-98.018299,-0.194957,-15.130043,1.000000,0.000000,0.311358,2.142917
7.940496,-54.710000,-105.460000,0.100000,-15.600000,0.100000,-13.800000,-46.250000,-145.020000,0.100000,-16.300000,-53.970152,-98.320900,-0.179490,-15.060298,1.000000,0.000000,0.294957,1.330043
7.960500,-54.700000,-105.910000,0.200000,-17.600000,0.200000,-22.500000,-46.240000,-145.350000,0.200000,-17.200000,-53.973742,-98.622166,-0.159671,-15.448852,1.000000,0.000000,0.379490,-7.439702
7.980499,-54.700000,-105.910000,0.100000,-12.300000,0.000000,0.000000,-46.240000,-145.700000,0.200000,-17.200000,-53.976936,-98.931127,-0.159671,-15.448852,0.000000,0.000000,0.159671,15.448852
