time_s,beacon_visible,search_active,follow_active,mode,drone_x_cm,drone_y_cm,goal_x_cm,goal_y_cm,car_x_cm,car_y_cm,car_distance_cm,drone_speed_cm_s
8.1,0,1,0,search_center,120.054,15.391,100.0,150.0,178.09,19.806,58.204,30.0
8.12,0,1,0,search_center,119.966,15.984,100.0,150.0,177.611,19.769,57.77,30.0
8.14,0,1,0,search_center,119.877,16.578,100.0,150.0,177.132,19.738,57.342,30.0
8.16,0,1,0,search_center,119.789,17.171,100.0,150.0,176.653,19.711,56.921,30.0
8.18,0,1,0,search_center,119.7,17.765,100.0,150.0,176.174,19.69,56.506,30.0
8.2,0,1,0,search_center,119.612,18.358,100.0,150.0,175.694,19.673,56.097,30.0
8.22,0,1,0,search_center,119.524,18.952,100.0,150.0,175.214,19.662,55.695,30.0
8.24,0,1,0,search_center,119.435,19.545,100.0,150.0,174.734,19.656,55.299,30.0
8.26,0,1,0,search_center,119.347,20.139,100.0,150.0,174.254,19.655,54.909,30.0
8.28,0,1,0,search_center,119.258,20.732,100.0,150.0,173.774,19.659,54.526,30.0
8.3,0,1,0,search_center,119.17,21.325,100.0,150.0,173.294,19.669,54.15,30.0
8.32,0,1,0,search_center,119.082,21.919,100.0,150.0,172.814,19.683,53.779,30.0
8.34,0,1,0,search_center,118.993,22.512,100.0,150.0,172.335,19.703,53.416,30.0
8.36,0,1,0,search_center,118.905,23.106,100.0,150.0,171.855,19.729,53.058,30.0
8.38,0,1,0,search_center,118.816,23.699,100.0,150.0,171.376,19.759,52.708,30.0
8.4,0,1,0,search_center,118.728,24.293,100.0,150.0,170.898,19.795,52.363,30.0
8.42,0,1,0,search_center,118.639,24.886,100.0,150.0,170.42,19.836,52.026,30.0
8.44,0,1,0,search_center,118.551,25.48,100.0,150.0,169.942,19.883,51.695,30.0
8.46,0,1,0,search_center,118.463,26.073,100.0,150.0,169.465,19.935,51.37,30.0
8.48,0,1,0,search_center,118.374,26.667,100.0,150.0,168.988,19.992,51.052,30.0
8.5,0,1,0,search_center,118.286,27.26,100.0,150.0,168.512,20.055,50.741,30.0
8.52,0,1,0,search_center,118.197,27.853,100.0,150.0,168.037,20.123,50.436,30.0
8.54,0,1,0,search_center,118.109,28.447,100.0,150.0,167.563,20.197,50.137,30.0
8.56,0,1,0,search_center,118.021,29.04,100.0,150.0,167.089,20.276,49.845,30.0
8.58,0,1,0,search_center,117.932,29.634,100.0,150.0,166.617,20.36,49.56,30.0
8.6,0,1,0,search_center,117.844,30.227,100.0,150.0,166.145,20.45,49.281,30.0
8.62,0,1,0,search_center,117.755,30.821,100.0,150.0,165.675,20.545,49.009,30.0
8.64,0,1,0,search_center,117.667,31.414,100.0,150.0,165.205,20.646,48.743,30.0
8.66,0,1,0,search_center,117.579,32.008,100.0,150.0,164.737,20.752,48.483,30.0
8.68,0,1,0,search_center,117.49,32.601,100.0,150.0,164.27,20.863,48.23,30.0
8.7,0,1,0,search_center,117.402,33.194,100.0,150.0,163.805,20.98,47.984,30.0
8.72,0,1,0,search_center,117.313,33.788,100.0,150.0,163.341,21.102,47.744,30.0
8.74,0,1,0,search_center,117.225,34.381,100.0,150.0,162.878,21.23,47.51,30.0
8.76,0,1,0,search_center,117.136,34.975,100.0,150.0,162.417,21.363,47.282,30.0
8.78,0,1,0,search_center,117.048,35.568,100.0,150.0,161.957,21.501,47.061,30.0
8.8,0,1,0,search_center,116.96,36.162,100.0,150.0,161.499,21.644,46.846,30.0
8.82,0,1,0,search_center,116.871,36.755,100.0,150.0,161.043,21.793,46.637,30.0
8.84,0,1,0,search_center,116.783,37.349,100.0,150.0,160.588,21.947,46.434,30.0
8.86,0,1,0,search_center,116.694,37.942,100.0,150.0,160.135,22.106,46.237,30.0
8.88,0,1,0,search_center,116.606,38.536,100.0,150.0,159.684,22.271,46.046,30.0
8.9,0,1,0,search_center,116.518,39.129,100.0,150.0,159.235,22.44,45.862,30.0
8.92,0,1,0,search_center,116.429,39.722,100.0,150.0,158.788,22.615,45.683,30.0
8.94,0,1,0,search_center,116.341,40.316,100.0,150.0,158.343,22.795,45.51,30.0
8.96,0,1,0,search_center,116.252,40.909,100.0,150.0,157.9,22.979,45.343,30.0
8.98,0,1,0,search_center,116.164,41.503,100.0,150.0,157.459,23.169,45.182,30.0
9.0,0,1,0,search_center,116.076,42.096,100.0,150.0,157.02,23.364,45.026,30.0
9.02,0,1,0,search_center,115.987,42.69,100.0,150.0,156.584,23.564,44.876,30.0
9.04,0,1,0,search_center,115.899,43.283,100.0,150.0,156.15,23.768,44.732,30.0
9.06,0,1,0,search_center,115.81,43.877,100.0,150.0,155.718,23.978,44.593,30.0
9.08,0,1,0,search_center,115.722,44.47,100.0,150.0,155.288,24.192,44.46,30.0
9.1,0,1,0,search_center,115.633,45.063,100.0,150.0,154.861,24.411,44.332,30.0
9.12,0,1,0,search_center,115.545,45.657,100.0,150.0,154.436,24.634,44.209,30.0
9.14,0,1,0,search_center,115.457,46.25,100.0,150.0,154.014,24.863,44.092,30.0
9.16,0,1,0,search_center,115.368,46.844,100.0,150.0,153.594,25.096,43.98,30.0
9.18,0,1,0,search_center,115.28,47.437,100.0,150.0,153.177,25.333,43.873,30.0
9.2,0,1,0,search_center,115.191,48.031,100.0,150.0,152.762,25.575,43.77,30.0
9.22,0,1,0,search_center,115.103,48.624,100.0,150.0,152.35,25.821,43.673,30.0
9.24,0,1,0,search_center,115.015,49.218,100.0,150.0,151.941,26.072,43.581,30.0
9.26,0,1,0,search_center,114.926,49.811,100.0,150.0,151.534,26.327,43.493,30.0
9.28,0,1,0,search_center,114.838,50.405,100.0,150.0,151.13,26.586,43.411,30.0
9.3,0,1,0,search_center,114.749,50.998,100.0,150.0,150.729,26.849,43.333,30.0
9.32,0,1,0,search_center,114.661,51.591,100.0,150.0,150.33,27.117,43.259,30.0
9.34,0,1,0,search_center,114.573,52.185,100.0,150.0,149.935,27.388,43.19,30.0
9.36,0,1,0,search_center,114.484,52.778,100.0,150.0,149.542,27.664,43.125,30.0
9.38,0,1,0,search_center,114.396,53.372,100.0,150.0,149.151,27.943,43.065,30.0
9.4,0,1,0,search_center,114.307,53.965,100.0,150.0,148.764,28.227,43.009,30.0
9.42,0,1,0,search_center,114.219,54.559,100.0,150.0,148.38,28.514,42.957,30.0
9.44,0,1,0,search_center,114.13,55.152,100.0,150.0,147.998,28.805,42.909,30.0
9.46,0,1,0,search_center,114.042,55.746,100.0,150.0,147.619,29.1,42.865,30.0
9.48,0,1,0,search_center,113.954,56.339,100.0,150.0,147.243,29.398,42.825,30.0
9.5,0,1,0,search_center,113.865,56.933,100.0,150.0,146.87,29.7,42.789,30.0
9.52,0,1,0,search_center,113.777,57.526,100.0,150.0,146.5,30.006,42.757,30.0
9.54,0,1,0,search_center,113.688,58.119,100.0,150.0,146.132,30.315,42.728,30.0
9.56,0,1,0,search_center,113.6,58.713,100.0,150.0,145.768,30.627,42.704,30.0
9.58,0,1,0,search_center,113.512,59.306,100.0,150.0,145.406,30.943,42.682,30.0
9.6,0,1,0,search_center,113.423,59.9,100.0,150.0,145.048,31.262,42.664,30.0
9.62,0,1,0,search_center,113.335,60.493,100.0,150.0,144.692,31.584,42.65,30.0
9.64,0,1,0,search_center,113.246,61.087,100.0,150.0,144.339,31.909,42.639,30.0
9.66,0,1,0,search_center,113.158,61.68,100.0,150.0,143.989,32.238,42.631,30.0
9.68,0,1,0,search_center,113.069,62.274,100.0,150.0,143.642,32.569,42.626,30.0
9.7,0,1,0,search_center,112.981,62.867,100.0,150.0,143.297,32.904,42.625,30.0
9.72,0,1,0,search_center,112.893,63.46,100.0,150.0,142.956,33.241,42.627,30.0
9.74,0,1,0,search_center,112.804,64.054,100.0,150.0,142.618,33.581,42.631,30.0
9.76,0,1,0,search_center,112.716,64.647,100.0,150.0,142.282,33.924,42.639,30.0
9.78,0,1,0,search_center,112.627,65.241,100.0,150.0,141.949,34.27,42.649,30.0
9.8,0,1,0,search_center,112.539,65.834,100.0,150.0,141.619,34.619,42.662,30.0
9.82,0,1,0,search_center,112.451,66.428,100.0,150.0,141.292,34.97,42.678,30.0
9.84,0,1,0,search_center,112.362,67.021,100.0,150.0,140.967,35.324,42.696,30.0
9.86,0,1,0,search_center,112.274,67.615,100.0,150.0,140.646,35.68,42.717,30.0
9.88,0,1,0,search_center,112.185,68.208,100.0,150.0,140.327,36.039,42.741,30.0
9.9,0,1,0,search_center,112.097,68.802,100.0,150.0,140.011,36.4,42.767,30.0
9.92,0,1,0,search_center,112.009,69.395,100.0,150.0,139.698,36.764,42.796,30.0
9.94,0,1,0,search_center,111.92,69.988,100.0,150.0,139.387,37.13,42.827,30.0
9.96,0,1,0,search_center,111.832,70.582,100.0,150.0,139.079,37.498,42.86,30.0
9.98,0,1,0,search_center,111.743,71.175,100.0,150.0,138.774,37.869,42.895,30.0
10.0,1,1,0,search_center,111.655,71.769,100.0,150.0,138.472,38.241,42.933,30.0
10.02,1,0,0,hold,111.655,71.769,111.655,71.769,138.984,38.016,43.43,0.0
10.04,1,0,0,hold,111.655,71.769,111.655,71.769,139.497,37.791,43.928,0.0
10.06,1,0,0,hold,111.655,71.769,111.655,71.769,140.01,37.566,44.428,0.0
10.08,1,0,0,hold,111.655,71.769,111.655,71.769,140.523,37.341,44.929,0.0
10.1,1,0,0,hold,111.655,71.769,111.655,71.769,141.035,37.115,45.432,0.0
10.12,1,0,0,hold,111.655,71.769,111.655,71.769,141.548,36.89,45.936,0.0
10.14,1,0,0,hold,111.655,71.769,111.655,71.769,142.061,36.665,46.441,0.0
10.16,1,0,0,hold,111.655,71.769,111.655,71.769,142.573,36.44,46.948,0.0
10.18,1,0,0,hold,111.655,71.769,111.655,71.769,143.086,36.214,47.456,0.0
10.2,1,0,0,hold,111.655,71.769,111.655,71.769,143.599,35.989,47.964,0.0
10.22,1,0,0,hold,111.655,71.769,111.655,71.769,144.112,35.764,48.474,0.0
10.24,1,0,0,hold,111.655,71.769,111.655,71.769,144.624,35.539,48.986,0.0
10.26,1,0,0,hold,111.655,71.769,111.655,71.769,145.137,35.314,49.498,0.0
10.28,1,0,0,hold,111.655,71.769,111.655,71.769,145.65,35.088,50.011,0.0
10.3,1,0,0,hold,111.655,71.769,111.655,71.769,146.162,34.863,50.525,0.0
10.32,1,0,0,hold,111.655,71.769,111.655,71.769,146.675,34.638,51.04,0.0
10.34,1,0,0,hold,111.655,71.769,111.655,71.769,147.188,34.413,51.556,0.0
10.36,1,0,0,hold,111.655,71.769,111.655,71.769,147.701,34.188,52.073,0.0
10.38,1,0,0,hold,111.655,71.769,111.655,71.769,148.213,33.962,52.591,0.0
10.4,1,0,0,hold,111.655,71.769,111.655,71.769,148.726,33.737,53.11,0.0
10.42,1,0,0,hold,111.655,71.769,111.655,71.769,149.239,33.512,53.63,0.0
10.44,1,0,0,hold,111.655,71.769,111.655,71.769,149.751,33.287,54.15,0.0
10.46,1,0,0,hold,111.655,71.769,111.655,71.769,150.264,33.062,54.671,0.0
10.48,1,0,0,hold,111.655,71.769,111.655,71.769,150.777,32.836,55.193,0.0
10.5,1,0,0,hold,111.655,71.769,111.655,71.769,151.29,32.611,55.716,0.0
10.52,1,0,0,hold,111.655,71.769,111.655,71.769,151.802,32.386,56.239,0.0
10.54,1,0,0,hold,111.655,71.769,111.655,71.769,152.315,32.161,56.763,0.0
10.56,1,0,0,hold,111.655,71.769,111.655,71.769,152.828,31.935,57.288,0.0
10.58,1,0,0,hold,111.655,71.769,111.655,71.769,153.34,31.71,57.813,0.0
10.6,1,0,0,hold,111.655,71.769,111.655,71.769,153.853,31.485,58.339,0.0
10.62,1,0,0,hold,111.655,71.769,111.655,71.769,154.366,31.26,58.866,0.0
10.64,1,0,0,hold,111.655,71.769,111.655,71.769,154.879,31.035,59.393,0.0
10.66,1,0,0,hold,111.655,71.769,111.655,71.769,155.391,30.809,59.921,0.0
10.68,1,0,0,hold,111.655,71.769,111.655,71.769,155.904,30.584,60.45,0.0
10.7,1,0,0,hold,111.655,71.769,111.655,71.769,156.417,30.359,60.979,0.0
10.72,1,0,0,hold,111.655,71.769,111.655,71.769,156.929,30.134,61.508,0.0
10.74,1,0,0,hold,111.655,71.769,111.655,71.769,157.442,29.909,62.038,0.0
10.76,1,0,0,hold,111.655,71.769,111.655,71.769,157.955,29.683,62.569,0.0
10.78,1,0,0,hold,111.655,71.769,111.655,71.769,158.468,29.458,63.1,0.0
10.8,1,0,0,hold,111.655,71.769,111.655,71.769,158.98,29.233,63.632,0.0
10.82,1,0,0,hold,111.655,71.769,111.655,71.769,159.493,29.008,64.164,0.0
10.84,1,0,0,hold,111.655,71.769,111.655,71.769,160.006,28.782,64.696,0.0
10.86,1,0,0,hold,111.655,71.769,111.655,71.769,160.519,28.557,65.229,0.0
10.88,1,0,0,hold,111.655,71.769,111.655,71.769,161.031,28.332,65.763,0.0
10.9,1,0,0,hold,111.655,71.769,111.655,71.769,161.544,28.107,66.297,0.0
10.92,1,0,0,hold,111.655,71.769,111.655,71.769,162.057,27.882,66.831,0.0
10.94,1,0,0,hold,111.655,71.769,111.655,71.769,162.569,27.656,67.366,0.0
10.96,1,0,0,hold,111.655,71.769,111.655,71.769,163.082,27.431,67.901,0.0
10.98,1,0,0,hold,111.655,71.769,111.655,71.769,163.595,27.206,68.437,0.0
11.0,1,0,0,hold,111.655,71.769,111.655,71.769,164.108,26.981,68.973,0.0
11.02,1,0,0,hold,111.655,71.769,111.655,71.769,164.62,26.756,69.509,0.0
11.04,1,0,0,hold,111.655,71.769,111.655,71.769,165.133,26.53,70.046,0.0
11.06,1,0,0,hold,111.655,71.769,111.655,71.769,165.646,26.305,70.583,0.0
11.08,1,0,0,hold,111.655,71.769,111.655,71.769,166.158,26.08,71.12,0.0
11.1,1,0,0,hold,111.655,71.769,111.655,71.769,166.671,25.855,71.658,0.0
11.12,1,0,0,hold,111.655,71.769,111.655,71.769,167.184,25.63,72.196,0.0
11.14,1,0,0,hold,111.655,71.769,111.655,71.769,167.697,25.404,72.735,0.0
11.16,1,0,0,hold,111.655,71.769,111.655,71.769,168.209,25.179,73.273,0.0
11.18,1,0,0,hold,111.655,71.769,111.655,71.769,168.722,24.954,73.813,0.0
11.2,1,0,0,hold,111.655,71.769,111.655,71.769,169.235,24.729,74.352,0.0
11.22,1,0,0,hold,111.655,71.769,111.655,71.769,169.747,24.503,74.892,0.0
11.24,1,0,0,hold,111.655,71.769,111.655,71.769,170.26,24.278,75.432,0.0
11.26,1,0,0,hold,111.655,71.769,111.655,71.769,170.773,24.053,75.972,0.0
11.28,1,0,0,hold,111.655,71.769,111.655,71.769,171.286,23.828,76.512,0.0
11.3,1,0,0,hold,111.655,71.769,111.655,71.769,171.798,23.603,77.053,0.0
11.32,1,0,0,hold,111.655,71.769,111.655,71.769,172.311,23.377,77.594,0.0
11.34,1,0,0,hold,111.655,71.769,111.655,71.769,172.824,23.152,78.136,0.0
11.36,1,0,0,hold,111.655,71.769,111.655,71.769,173.336,22.927,78.677,0.0
11.38,1,0,0,hold,111.655,71.769,111.655,71.769,173.849,22.702,79.219,0.0
11.4,1,0,0,hold,111.655,71.769,111.655,71.769,174.362,22.477,79.761,0.0
11.42,1,0,0,hold,111.655,71.769,111.655,71.769,174.875,22.251,80.304,0.0
11.44,1,0,0,hold,111.655,71.769,111.655,71.769,175.387,22.026,80.846,0.0
11.46,1,0,0,hold,111.655,71.769,111.655,71.769,175.9,21.801,81.389,0.0
11.48,1,0,0,hold,111.655,71.769,111.655,71.769,176.413,21.576,81.932,0.0
11.5,1,0,0,hold,111.655,71.769,111.655,71.769,176.925,21.35,82.476,0.0
11.52,1,0,0,hold,111.655,71.769,111.655,71.769,177.438,21.125,83.019,0.0
11.54,1,0,0,hold,111.655,71.769,111.655,71.769,177.951,20.9,83.563,0.0
11.56,1,0,0,hold,111.655,71.769,111.655,71.769,178.464,20.675,84.107,0.0
11.58,1,0,0,hold,111.655,71.769,111.655,71.769,178.976,20.45,84.651,0.0
11.6,1,0,0,hold,111.655,71.769,111.655,71.769,179.489,20.224,85.196,0.0
11.62,1,0,1,follow_car,112.005,71.503,118.025,66.929,180.0,20.0,85.298,22.0
11.64,1,0,1,follow_car,112.356,71.237,124.405,62.102,180.0,20.0,84.858,22.0
11.66,1,0,1,follow_car,112.707,70.971,130.785,57.276,180.0,20.0,84.418,22.0
11.68,1,0,1,follow_car,113.057,70.705,132.171,56.227,180.0,20.0,83.978,22.0
11.7,1,0,1,follow_car,113.408,70.44,132.171,56.227,180.0,20.0,83.538,22.0
11.72,1,0,1,follow_car,113.759,70.174,132.171,56.227,180.0,20.0,83.098,22.0
11.74,1,0,1,follow_car,114.11,69.908,132.171,56.227,180.0,20.0,82.658,22.0
11.76,1,0,1,follow_car,114.46,69.643,132.171,56.227,180.0,20.0,82.218,22.0
11.78,1,0,1,follow_car,114.811,69.377,132.171,56.227,180.0,20.0,81.778,22.0
11.8,1,0,1,follow_car,115.162,69.111,132.171,56.227,180.0,20.0,81.338,22.0
11.82,1,0,1,follow_car,115.513,68.846,132.171,56.227,180.0,20.0,80.898,22.0
11.84,1,0,1,follow_car,115.863,68.58,132.171,56.227,180.0,20.0,80.458,22.0
11.86,1,0,1,follow_car,116.214,68.314,132.171,56.227,180.0,20.0,80.018,22.0
11.88,1,0,1,follow_car,116.565,68.049,132.171,56.227,180.0,20.0,79.578,22.0
11.9,1,0,1,follow_car,116.916,67.783,132.171,56.227,180.0,20.0,79.138,22.0
11.92,1,0,1,follow_car,117.266,67.517,132.171,56.227,180.0,20.0,78.698,22.0
11.94,1,0,1,follow_car,117.617,67.252,132.171,56.227,180.0,20.0,78.258,22.0
11.96,1,0,1,follow_car,117.968,66.986,132.171,56.227,180.0,20.0,77.818,22.0
11.98,1,0,1,follow_car,118.318,66.72,132.171,56.227,180.0,20.0,77.378,22.0
12.0,1,0,1,follow_car,118.669,66.455,132.171,56.227,180.0,20.0,76.938,22.0
12.02,1,0,1,follow_car,119.02,66.189,132.171,56.227,180.0,20.0,76.498,22.0
12.04,1,0,1,follow_car,119.371,65.923,132.171,56.227,180.0,20.0,76.058,22.0
12.06,1,0,1,follow_car,119.721,65.658,132.171,56.227,180.0,20.0,75.618,22.0
12.08,1,0,1,follow_car,120.072,65.392,132.171,56.227,180.0,20.0,75.178,22.0
12.1,1,0,1,follow_car,120.423,65.126,132.171,56.227,180.0,20.0,74.738,22.0
12.12,1,0,1,follow_car,120.774,64.861,132.171,56.227,180.0,20.0,74.298,22.0
12.14,1,0,1,follow_car,121.124,64.595,132.171,56.227,180.0,20.0,73.858,22.0
12.16,1,0,1,follow_car,121.475,64.329,132.171,56.227,180.0,20.0,73.418,22.0
12.18,1,0,1,follow_car,121.826,64.064,132.171,56.227,180.0,20.0,72.978,22.0
12.2,1,0,1,follow_car,122.177,63.798,132.171,56.227,180.0,20.0,72.538,22.0
12.22,1,0,1,follow_car,122.527,63.532,132.171,56.227,180.0,20.0,72.098,22.0
12.24,1,0,1,follow_car,122.878,63.267,132.171,56.227,180.0,20.0,71.658,22.0
12.26,1,0,1,follow_car,123.229,63.001,132.171,56.227,180.0,20.0,71.218,22.0
12.28,1,0,1,follow_car,123.58,62.735,132.171,56.227,180.0,20.0,70.778,22.0
12.3,1,0,1,follow_car,123.93,62.47,132.171,56.227,180.0,20.0,70.338,22.0
12.32,1,0,1,follow_car,124.281,62.204,132.171,56.227,180.0,20.0,69.898,22.0
12.34,1,0,1,follow_car,124.632,61.938,132.171,56.227,180.0,20.0,69.458,22.0
12.36,1,0,1,follow_car,124.983,61.673,132.171,56.227,180.0,20.0,69.018,22.0
12.38,1,0,1,follow_car,125.333,61.407,132.171,56.227,180.0,20.0,68.578,22.0
12.4,1,0,1,follow_car,125.684,61.141,132.171,56.227,180.0,20.0,68.138,22.0
12.42,1,0,1,follow_car,126.035,60.876,132.171,56.227,180.0,20.0,67.698,22.0
12.44,1,0,1,follow_car,126.386,60.61,132.171,56.227,180.0,20.0,67.258,22.0
12.46,1,0,1,follow_car,126.736,60.344,132.171,56.227,180.0,20.0,66.818,22.0
12.48,1,0,1,follow_car,127.087,60.079,132.171,56.227,180.0,20.0,66.378,22.0
12.5,1,0,1,follow_car,127.438,59.813,132.171,56.227,180.0,20.0,65.938,22.0
12.52,1,0,1,follow_car,127.789,59.547,132.171,56.227,180.0,20.0,65.498,22.0
12.54,1,0,1,follow_car,128.139,59.282,132.171,56.227,180.0,20.0,65.058,22.0
12.56,1,0,1,follow_car,128.49,59.016,132.171,56.227,180.0,20.0,64.618,22.0
12.58,1,0,1,follow_car,128.841,58.75,132.171,56.227,180.0,20.0,64.178,22.0
12.6,1,0,1,follow_car,129.191,58.485,132.171,56.227,180.0,20.0,63.738,22.0
12.62,1,0,1,follow_car,129.542,58.219,132.171,56.227,180.0,20.0,63.298,22.0
12.64,1,0,1,follow_car,129.893,57.953,132.171,56.227,180.0,20.0,62.858,22.0
12.66,1,0,1,follow_car,130.244,57.688,132.171,56.227,180.0,20.0,62.418,22.0
12.68,1,0,1,follow_car,130.594,57.422,132.171,56.227,180.0,20.0,61.978,22.0
12.7,1,0,1,follow_car,130.945,57.156,132.171,56.227,180.0,20.0,61.538,22.0
12.72,1,0,1,follow_car,131.296,56.891,132.171,56.227,180.0,20.0,61.098,22.0
12.74,1,0,1,follow_car,131.647,56.625,132.171,56.227,180.0,20.0,60.658,22.0
12.76,1,0,1,follow_car,131.997,56.359,132.171,56.227,180.0,20.0,60.218,22.0
12.78,1,0,1,follow_car,132.171,56.227,132.171,56.227,180.0,20.0,60.0,10.915
12.8,1,0,1,follow_car,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.82,1,0,1,follow_car,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.84,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.86,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.88,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.9,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.92,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.94,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.96,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
12.98,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.0,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.02,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.04,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.06,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.08,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.1,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.12,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.14,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.16,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.18,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.2,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.22,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.24,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.26,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.28,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.3,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.32,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.34,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.36,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.38,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.4,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.42,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.44,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.46,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.48,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.5,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.52,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.54,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.56,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.58,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.6,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.62,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.64,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.66,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.68,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.7,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.72,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.74,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.76,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.78,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.8,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.82,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.84,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.86,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.88,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.9,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.92,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.94,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.96,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
13.98,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.0,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.02,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.04,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.06,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.08,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.1,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.12,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.14,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
14.16,1,0,0,hold,132.171,56.227,132.171,56.227,180.0,20.0,60.0,0.0
