time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
2.978195,15.470000,15.551583,2.560000,5.253144,15.361803,3.657176
3.004200,15.770000,15.692598,3.080000,5.261779,15.557992,5.034992
3.030199,15.770000,15.807083,3.220000,5.191444,15.687326,4.751919
3.056201,15.880000,15.942822,3.320000,4.966326,15.813639,4.590035
3.082199,16.290000,16.071405,3.920000,4.634964,16.055205,6.247196
3.108206,16.210000,16.169254,3.890000,4.249459,16.180776,5.373186
3.134203,16.220000,16.272531,3.680000,3.602847,16.262338,4.310899
3.160205,16.540000,16.366475,3.950000,3.148739,16.435947,5.161385
3.186203,16.440000,16.429056,3.720000,2.565378,16.506018,4.131728
3.204575,16.440000,16.480336,3.970000,2.010534,16.523713,3.336363
3.232198,16.630000,16.531506,4.260000,1.459168,16.625902,3.806092
3.258216,16.540000,16.567737,4.420000,0.836085,16.653945,3.112080
3.284216,16.760000,16.586539,4.910000,0.027397,16.755217,3.839230
3.310205,16.470000,16.581829,4.230000,-0.483840,16.707251,1.950613
3.336218,16.470000,16.545847,3.850000,-1.169513,16.670492,1.343236
3.362220,16.650000,16.520473,4.460000,-1.701470,16.714602,2.267505
3.388221,16.420000,16.474958,4.220000,-2.068240,16.653083,1.004263
3.414219,16.320000,16.396178,3.370000,-2.574633,16.569723,-0.057088
3.440222,16.430000,16.333857,2.840000,-3.106054,16.554029,0.306713
3.466224,16.350000,16.240774,2.200000,-3.619270,16.509239,-0.046576
3.492232,16.060000,16.135451,1.150000,-3.905551,16.362046,-1.839796
3.518233,16.170000,16.044868,0.640000,-4.189625,16.303546,-1.498810
3.544230,15.960000,15.931226,0.040000,-4.417621,16.179661,-2.225432
3.570234,15.760000,15.812568,-0.330000,-4.488913,16.017953,-3.264061
3.622234,15.570000,15.581083,-1.270000,-4.555731,15.776467,-3.649278
3.648235,15.360000,15.473121,-2.050000,-4.682046,15.586268,-4.504958
3.674233,15.550000,15.357834,-1.920000,-4.419583,15.550145,-2.839586
3.700239,15.150000,15.237753,-2.440000,-4.160965,15.361134,-4.242644
3.726243,14.950000,15.136906,-3.000000,-4.027453,15.160063,-5.216211
3.752248,15.150000,15.043248,-2.830000,-3.534356,15.111693,-3.537547
3.778247,14.850000,14.943944,-3.160000,-3.099585,14.964303,-4.188546
3.804251,14.960000,14.867400,-2.950000,-2.720417,14.914542,-3.095249
3.830252,14.870000,14.817690,-2.810000,-2.168565,14.851119,-2.755524
3.856252,14.660000,14.760109,-2.920000,-1.599382,14.731234,-3.417572
3.882250,14.750000,14.725752,-2.610000,-1.194069,14.691739,-2.552356
3.934251,14.550000,14.699923,-2.300000,0.057621,14.562045,-2.317219
3.960255,14.750000,14.719188,-1.700000,0.682811,14.615838,-0.573416
3.986262,14.750000,14.745993,-1.270000,1.293101,14.650600,0.107148
4.012263,14.640000,14.773290,-1.130000,1.889819,14.630059,-0.307701
4.038264,14.830000,14.843406,-0.600000,2.289454,14.697165,0.787436
4.064265,14.920000,14.910034,-0.020000,2.840386,14.779818,1.610316
4.090265,14.820000,14.965569,0.130000,3.240872,14.796723,1.095179
4.116267,15.120000,15.058976,0.810000,3.537179,14.928212,2.567430
4.142265,15.220000,15.146975,1.340000,3.881193,15.056527,3.286998
4.168256,15.120000,15.239271,1.490000,3.842058,15.102764,2.639858
4.194271,15.390000,15.345953,2.650000,3.863236,15.240767,3.758831
4.220275,15.580000,15.442100,3.640000,3.882035,15.408650,4.776795
4.246276,15.460000,15.541194,3.660000,3.572378,15.473129,3.737953
4.272278,15.760000,15.634689,3.920000,3.472210,15.631685,4.618900
4.298281,15.680000,15.715920,3.630000,3.304645,15.703050,3.761916
4.324281,15.790000,15.793134,3.620000,2.847914,15.789435,3.774281
4.350283,15.990000,15.875141,4.510000,2.529917,15.923338,4.605820
4.376284,15.890000,15.937843,4.800000,2.280509,15.971737,3.685472
