time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
2.978195,15.470000,15.551583,2.560000,5.253144,15.293523,2.449635
3.004200,15.770000,15.692598,3.080000,5.261779,15.466783,3.169066
3.030199,15.770000,15.807083,3.220000,5.191444,15.598551,3.447464
3.056201,15.880000,15.942822,3.320000,4.966326,15.729958,3.662480
3.082199,16.290000,16.071405,3.920000,4.634964,15.949033,4.405066
3.108206,16.210000,16.169254,3.890000,4.249459,16.089616,4.464238
3.134203,16.220000,16.272531,3.680000,3.602847,16.195490,4.297461
3.160205,16.540000,16.366475,3.950000,3.148739,16.365959,4.604353
3.186203,16.440000,16.429056,3.720000,2.565378,16.461423,4.409388
3.204575,16.440000,16.480336,3.970000,2.010534,16.503801,4.162905
3.232198,16.630000,16.531506,4.260000,1.459168,16.616658,4.309803
3.258216,16.540000,16.567737,4.420000,0.836085,16.669249,4.160261
3.284216,16.760000,16.586539,4.910000,0.027397,16.771014,4.372042
3.310205,16.470000,16.581829,4.230000,-0.483840,16.761164,3.817777
3.336218,16.470000,16.545847,3.850000,-1.169513,16.750363,3.519639
3.362220,16.650000,16.520473,4.460000,-1.701470,16.793477,3.692689
3.388221,16.420000,16.474958,4.220000,-2.068240,16.757605,3.244015
3.414219,16.320000,16.396178,3.370000,-2.574633,16.698371,2.707530
3.440222,16.430000,16.333857,2.840000,-3.106054,16.683001,2.536411
3.466224,16.350000,16.240774,2.200000,-3.619270,16.645073,2.209116
3.492232,16.060000,16.135451,1.150000,-3.905551,16.527532,1.392038
3.518233,16.170000,16.044868,0.640000,-4.189625,16.467178,1.101943
3.544230,15.960000,15.931226,0.040000,-4.417621,16.356807,0.611728
3.570234,15.760000,15.812568,-0.330000,-4.488913,16.212319,-0.044045
3.622234,15.570000,15.581083,-1.270000,-4.555731,16.031079,-0.502679
3.648235,15.360000,15.473121,-2.050000,-4.682046,15.833961,-1.220597
3.674233,15.550000,15.357834,-1.920000,-4.419583,15.752986,-1.113246
3.700239,15.150000,15.237753,-2.440000,-4.160965,15.568999,-1.763485
3.726243,14.950000,15.136906,-3.000000,-4.027453,15.371784,-2.406149
3.752248,15.150000,15.043248,-2.830000,-3.534356,15.286094,-2.222371
3.778247,14.850000,14.943944,-3.160000,-3.099585,15.133379,-2.564495
3.804251,14.960000,14.867400,-2.950000,-2.720417,15.053297,-2.387898
3.830252,14.870000,14.817690,-2.810000,-2.168565,14.968880,-2.310020
3.856252,14.660000,14.760109,-2.920000,-1.599382,14.845617,-2.524051
3.882250,14.750000,14.725752,-2.610000,-1.194069,14.782137,-2.315470
3.934251,14.550000,14.699923,-2.300000,0.057621,14.639582,-2.131388
3.960255,14.750000,14.719188,-1.700000,0.682811,14.649185,-1.533208
3.986262,14.750000,14.745993,-1.270000,1.293101,14.657910,-1.084833
4.012263,14.640000,14.773290,-1.130000,1.889819,14.632554,-0.968859
4.038264,14.830000,14.843406,-0.600000,2.289454,14.674868,-0.438737
4.064265,14.920000,14.910034,-0.020000,2.840386,14.736701,0.095703
4.090265,14.820000,14.965569,0.130000,3.240872,14.755702,0.230034
4.116267,15.120000,15.058976,0.810000,3.537179,14.862056,0.911503
4.142265,15.220000,15.146975,1.340000,3.881193,14.974476,1.472211
4.168256,15.120000,15.239271,1.490000,3.842058,15.031503,1.657099
4.194271,15.390000,15.345953,2.650000,3.863236,15.156948,2.292093
4.220275,15.580000,15.442100,3.640000,3.882035,15.310579,2.966971
4.246276,15.460000,15.541194,3.660000,3.572378,15.392761,3.005425
4.272278,15.760000,15.634689,3.920000,3.472210,15.543564,3.482179
4.298281,15.680000,15.715920,3.630000,3.304645,15.633453,3.450719
4.324281,15.790000,15.793134,3.620000,2.847914,15.732396,3.629038
4.350283,15.990000,15.875141,4.510000,2.529917,15.866059,4.081669
4.376284,15.890000,15.937843,4.800000,2.280509,15.937618,3.997979
4.402284,15.890000,15.982176,4.440000,1.713833,15.989952,3.797489
4.428287,16.200000,16.030927,4.490000,1.299912,16.118642,4.128671
4.454285,16.010000,16.043076,3.940000,0.851930,16.157319,3.774842
4.480290,16.020000,16.059690,3.430000,0.350179,16.185466,3.428319
4.506293,16.230000,16.075765,3.350000,-0.045212,16.264555,3.486049
4.532291,16.040000,16.061525,2.800000,-0.358930,16.264274,2.997933
4.558295,16.040000,16.045341,2.350000,-0.745653,16.259197,2.585910
4.584293,16.150000,16.031621,2.190000,-1.127291,16.283279,2.467923
4.610297,15.950000,15.996959,1.640000,-1.315454,16.238435,1.893303
4.636295,15.960000,15.966268,1.160000,-1.638591,16.202803,1.494632
4.662297,16.060000,15.925508,1.120000,-1.733859,16.201648,1.513519
4.688301,15.770000,15.874968,1.020000,-1.873262,16.113182,0.934276
4.714305,15.680000,15.834281,0.590000,-2.010474,16.016919,0.385072
4.740307,15.880000,15.791781,0.470000,-1.878350,16.000621,0.463020
4.766310,15.580000,15.731142,-0.150000,-1.815363,15.898221,-0.067728
4.792309,15.780000,15.687024,-0.070000,-1.920839,15.877980,0.041633
4.818310,15.680000,15.642373,-0.210000,-1.713883,15.832494,-0.074339
4.844314,15.470000,15.590025,-0.700000,-1.568424,15.735129,-0.526669
4.870313,15.560000,15.545906,-0.750000,-1.662260,15.686974,-0.567387
4.896314,15.550000,15.506244,-0.690000,-1.457080,15.647638,-0.495351
4.922300,15.440000,15.462787,-0.540000,-1.344489,15.586429,-0.594330
4.948315,15.430000,15.441006,-0.280000,-1.219487,15.538439,-0.498197
4.974320,15.430000,15.406129,0.130000,-1.096864,15.504688,-0.375288
5.000322,15.330000,15.366066,-0.010000,-1.138365,15.451834,-0.434234
5.026324,15.430000,15.345178,0.030000,-1.219024,15.443218,-0.216636
5.052326,15.340000,15.319443,-0.140000,-1.055866,15.412101,-0.215887
5.078325,15.140000,15.278930,-0.590000,-0.964617,15.330884,-0.550151
5.104328,15.330000,15.261009,-0.460000,-0.965436,15.326590,-0.312830
5.130328,15.320000,15.234099,-0.360000,-0.712236,15.322228,-0.151245
5.156330,15.120000,15.218914,-0.680000,-0.685612,15.261291,-0.414005
5.182332,15.220000,15.202672,-0.650000,-0.653559,15.245469,-0.332248
5.208334,15.340000,15.189952,-0.380000,-0.368185,15.270201,-0.020123
5.234338,15.140000,15.182100,-0.550000,-0.183851,15.231194,-0.197911
5.260337,15.250000,15.175549,-0.370000,-0.022304,15.234897,-0.050472
5.286342,15.040000,15.178968,-0.620000,0.275762,15.176735,-0.342743
5.312342,15.130000,15.189834,-0.490000,0.605102,15.159836,-0.284053
5.338346,15.330000,15.205112,0.030000,1.001690,15.207390,0.153725
5.390346,15.180000,15.279739,-0.070000,2.324270,15.213274,0.330468
5.416345,15.400000,15.367392,0.380000,4.290695,15.286509,0.846576
