time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
3.900255,16.120000,16.091160,2.890000,2.774692,16.099894,2.911576
3.920256,16.020000,16.137681,2.580000,2.860832,16.106171,2.116754
3.940256,16.300000,16.211630,3.690000,2.937005,16.217275,3.478841
3.960258,16.090000,16.256521,2.630000,2.996021,16.205723,2.055480
3.980261,16.390000,16.323132,3.410000,2.981476,16.312825,3.321481
4.000261,16.290000,16.367174,2.800000,3.095575,16.340972,2.616323
4.020258,16.590000,16.438748,3.800000,3.019903,16.473614,4.095989
4.040263,16.390000,16.488927,3.200000,3.029019,16.480055,2.835689
4.060264,16.680000,16.561195,4.540000,3.141802,16.596315,4.025473
4.080265,16.490000,16.610328,3.420000,3.149639,16.596421,2.604636
4.100268,16.800000,16.682226,4.160000,3.041702,16.715118,3.871961
4.120266,16.620000,16.731856,3.090000,3.025230,16.719720,2.568288
4.140271,17.020000,16.808090,4.400000,2.938795,16.875917,4.488853
4.160273,16.710000,16.857931,2.890000,2.859416,16.854311,2.430341
4.180271,17.000000,16.925815,3.470000,2.843944,16.950775,3.352507
4.200274,16.800000,16.972908,2.260000,2.808107,16.932668,1.844180
4.220276,17.110000,17.044090,3.110000,2.766670,17.038539,3.174030
4.240275,17.020000,17.087824,2.670000,2.807238,17.069218,2.583542
4.260277,17.230000,17.153581,3.310000,2.811734,17.168297,3.452385
4.280279,17.140000,17.191836,2.770000,2.671255,17.195159,2.663168
4.300278,17.350000,17.257540,3.290000,2.541579,17.291926,3.449109
4.320280,17.140000,17.301941,2.130000,2.545957,17.270659,1.831833
4.340267,17.430000,17.351771,3.130000,2.200113,17.367200,3.104599
4.360281,17.330000,17.381372,3.170000,2.056838,17.389231,2.498048
4.380285,17.530000,17.423276,3.950000,1.690048,17.479810,3.370533
4.400284,17.350000,17.444293,2.950000,1.506883,17.467134,2.001296
4.420287,17.600000,17.483214,3.430000,0.974131,17.554216,2.969391
4.440287,17.430000,17.493680,2.410000,0.725520,17.542290,1.747146
4.460287,17.640000,17.507748,2.840000,0.195276,17.613896,2.520691
4.480289,17.420000,17.497427,1.670000,-0.078739,17.572306,0.948074
4.500290,17.600000,17.496859,1.920000,-0.509625,17.612792,1.490110
4.520294,17.380000,17.479424,0.610000,-0.807582,17.550676,-0.057377
4.540296,17.660000,17.473062,1.360000,-1.095028,17.616235,1.286251
4.560294,17.360000,17.449355,-0.070000,-1.296163,17.539135,-0.494848
4.580292,17.370000,17.432385,-0.210000,-1.603136,17.490502,-1.004592
4.600298,17.390000,17.383144,-0.740000,-1.807744,17.463689,-0.922861
4.620295,17.390000,17.357698,-0.740000,-1.917376,17.443740,-0.781070
4.640300,17.290000,17.307675,-1.120000,-2.092926,17.389990,-1.311057
4.660295,17.280000,17.278140,-1.170000,-2.157801,17.349684,-1.359145
4.680303,17.160000,17.215014,-1.440000,-2.318465,17.275749,-2.008087
4.700300,17.140000,17.177974,-1.450000,-2.385750,17.218980,-2.114929
4.720307,17.130000,17.116680,-1.580000,-2.474960,17.177079,-1.941221
4.740301,17.140000,17.081756,-1.640000,-2.478464,17.153028,-1.560966
4.760307,17.050000,17.017238,-1.710000,-2.556826,17.102114,-1.832512
4.780303,17.060000,16.975734,-1.690000,-2.562890,17.073014,-1.582436
4.800311,16.860000,16.907863,-2.030000,-2.588529,16.976829,-2.623570
4.820308,16.860000,16.872763,-1.960000,-2.643416,16.914925,-2.616524
4.840314,16.740000,16.810682,-2.230000,-2.670054,16.828332,-3.070140
4.860312,16.920000,16.765587,-1.000000,-2.395919,16.842465,-1.587717
4.880316,16.600000,16.707849,-2.320000,-2.445201,16.727934,-3.037216
4.900316,16.780000,16.658857,-1.540000,-2.411393,16.724651,-1.889752
4.920316,16.470000,16.619309,-2.660000,-2.106514,16.602935,-3.318710
4.940320,16.770000,16.580346,-1.160000,-1.894630,16.641896,-1.303452
4.960319,16.470000,16.559822,-1.980000,-1.232863,16.551897,-2.450682
4.980322,16.670000,16.540896,-1.020000,-0.657103,16.573185,-1.134347
5.000321,16.360000,16.547411,-2.080000,0.188400,16.468222,-2.613902
5.020326,16.640000,16.555052,-0.800000,0.731104,16.510789,-0.838316
5.040326,16.410000,16.581045,-1.310000,1.470317,16.450683,-1.650764
5.060328,16.690000,16.614362,0.060000,1.951844,16.522655,0.226588
5.080329,16.460000,16.668770,-0.500000,2.873104,16.482057,-0.708736
5.100329,16.750000,16.720713,0.740000,3.412498,16.570710,1.046939
5.120332,16.550000,16.796852,0.150000,4.322720,16.552394,0.171833
5.140330,16.950000,16.881612,1.990000,4.604296,16.698120,2.587795
5.160334,17.060000,16.979404,3.080000,5.403934,16.837343,3.836397
5.180328,17.070000,17.087447,3.210000,5.654139,16.934205,3.842061
5.200335,17.370000,17.198406,4.250000,6.291150,17.116107,5.387395
5.220335,17.250000,17.317479,3.540000,6.157816,17.189471,4.383190
5.240341,17.530000,17.442980,4.340000,6.484506,17.347386,5.342593
5.260340,17.410000,17.575632,3.670000,6.301002,17.403505,4.245270
5.280340,17.780000,17.695801,5.360000,6.414954,17.584535,5.833372
5.300341,17.780000,17.824007,5.300000,6.063476,17.701821,5.594540
5.320340,18.100000,17.947112,6.330000,6.111419,17.901867,6.954341
5.340343,17.930000,18.074173,5.370000,5.721318,17.964865,5.345643
5.360347,18.360000,18.191130,6.640000,5.769739,18.171709,7.006503
5.380346,18.180000,18.301884,5.550000,5.340807,18.233986,5.408228
5.400350,18.590000,18.404818,6.600000,5.509814,18.431631,6.904991
5.420349,18.390000,18.504414,5.260000,5.146812,18.479198,5.107497
5.440349,18.680000,18.610200,5.620000,4.918047,18.619701,5.747237
5.460350,18.570000,18.698660,4.590000,4.653217,18.664181,4.416405
5.480351,18.970000,18.798453,5.680000,4.256930,18.844448,6.058415
5.500352,18.780000,18.870722,4.570000,3.925103,18.883376,4.492292
5.520355,19.000000,18.964298,4.790000,3.765607,18.990308,4.832037
5.540358,19.020000,19.018656,4.470000,3.541132,19.063158,4.419486
5.560360,19.230000,19.096091,4.930000,3.408707,19.187918,5.100089
5.580358,19.120000,19.154916,4.110000,3.287160,19.222095,3.901795
5.600362,19.310000,19.236175,4.390000,3.213292,19.314331,4.252950
5.620362,19.190000,19.285758,3.460000,3.231500,19.323426,2.978146
5.640364,19.490000,19.367093,4.220000,3.239923,19.441823,4.180236
5.660361,19.290000,19.421347,3.070000,3.373710,19.436821,2.669259
5.680367,19.590000,19.511676,3.880000,3.535098,19.546463,3.840351
5.700365,19.490000,19.578514,3.340000,3.842136,19.574930,3.053372
5.720368,19.680000,19.671963,3.820000,4.228625,19.663981,3.677180
5.740371,19.670000,19.747834,3.590000,4.682651,19.714594,3.336774
5.760369,19.950000,19.858378,4.570000,5.031867,19.853234,4.684606
5.780369,19.730000,19.954148,3.390000,5.525246,19.854900,3.019140
5.800373,20.200000,20.073374,4.970000,6.056363,20.035890,5.239445
5.820375,20.090000,20.184635,4.520000,6.400626,20.107623,4.547770
5.840376,20.390000,20.328374,5.430000,6.844217,20.268452,5.754428
5.860377,20.310000,20.458242,4.890000,7.183365,20.339314,4.863835
5.880378,20.730000,20.617950,6.380000,7.618568,20.546217,6.776194
5.900379,20.660000,20.759772,5.950000,7.935604,20.650820,6.047441
5.920380,21.070000,20.930307,7.220000,8.120374,20.875810,7.765169
5.940381,20.970000,21.095743,6.560000,8.587365,20.980238,6.733037
5.960381,21.340000,21.269962,7.860000,8.601131,21.190060,8.002683
5.980386,21.310000,21.440577,7.280000,8.775707,21.311883,7.156918
6.000385,21.690000,21.609163,8.180000,8.617235,21.535559,8.471326
6.020386,21.690000,21.775974,7.630000,8.592735,21.676996,7.771767
6.040387,22.000000,21.946079,8.220000,8.194194,21.885527,8.583828
6.060389,22.020000,22.098799,7.700000,8.198782,22.024426,7.832913
